FUND,NAME_TH,NAME_EN,CODE,TOTALASSET,NAV
MFC,กองทุนเปิดเอ็มเอฟซี ตราสารหนี้ระยะสั้น พลัส,MFC Short Maturity Management Plus Fund,MMM-PLUS,1970119485,10.0962
MFC,กองทุนเปิดเอ็มเอฟซี ตราสารหนี้ต่างประเทศ เอไอ 6 เดือน ซีรี่ส์ 4,MFC International Fixed Income AI Fund 6 Months Series 4,I-FIXAI6M4,1089780738,10.0947
MFC,กองทุนเปิดเอ็มเอฟซี พร็อพเพอร์ตี้เวลท์ ฟันด์,MFC Property Wealth Fund,M-PROPERTY,2390794435,27.5856
MFC,กองทุนเปิดเอ็มเอฟซีโกลบอลหุ้นระยะยาว,MFC GLOBAL LONG TERM EQUITY FUND,MG-LTF,148446580.7,12.0243
MFC,กองทุนเปิดเอ็มเอฟซีเพิ่มค่าหุ้นระยะยาว,MFC VALUE LONG TERM EQUITY FUND,MV-LTF,2240895881,23.8084
MFC,กองทุนเปิดเอ็มเอฟซีเพิ่มทรัพย์หุ้นระยะยาว,MFC ACTIVITY LONG TERM EQUITY FUND,MA-LTF,128693485.5,29.3953
MFC,กองทุนเปิดเอ็มเอฟซีออมทรัพย์เพื่อการเลี้ยงชีพ,MFC Retirement Saving Fund,M-SAVING,240689276.7,12.4789
MFC,กองทุนเปิดเอ็มเอฟซีอิสลามิกหุ้นระยะยาว,MFC ISLAMIC LONG TERM EQUITY FUND,MIF-LTF,158581762.4,15.2043
MFC,กองทุนเปิดเอ็มเอฟซีตราสารหนี้เพื่อการเลี้ยงชีพ,MFC Retirement Fixed Income Fund,M-FIX,130913618.2,13.4438
MFC,กองทุนเปิดเอ็มเอฟซีพันธบัตรเพื่อการเลี้ยงชีพ,MFC Retirement Bond Fund,M-BOND,26411361.69,12.6717
MFC,กองทุนเปิดรุ่งโรจน์หนึ่ง,Roongroj One Open-end Fund,RRF1,53874111.65,7.2033
MFC,กองทุนเปิดสินภิญโญเจ็ด,Simpinyo Seven Open-end Fund,SF7,218722502.8,4.6326
MFC,กองทุนเปิดสินภิญโญแปด,Sinpinyo Eight Open-end Fnd,SF8,129576173.6,2.449
MFC,กองทุนเปิดสินภิญโญห้า,Sinpinyo Five Open-end Fund,SF5,240788578.2,39.2993
MFC,กองทุนเปิดสินภิญโญสี่,Sinpinyo Four Open-end Fund,SF4,82643669.51,19.3592
MFC,กองทุนเปิดสินชฎา,Sinchada Open-end Fund,SCDF,6671747.04,0.8598
MFC,กองทุนเปิดสตางค์แดง,Satang Daeng Open-end Fund,STD,127407639.7,3.634
MFC,กองทุนเปิดสตางค์แดงสอง,Satang Daeng Two Open-end Fund,STD2,70448177.94,3.9942
MFC,กองทุนเปิดนครหลวงไทย,Siam City Open-End-Fund,SCIF,193625646.3,3.5179
MFC,กองทุนเปิดนครหลวงไทย สอง,Siam City Two Open-End Fund,SCIF2,42650441.34,2.3324
ONEAM,โครงการจัดการกองทุนเปิดวรรณเอเอ็มสมาร์ทหุ้นระยะยาว,1 A.M. Smart Long Term Equity  Fund,1SMART-LTF,114060901.6,10.735
ONEAM,โครงการจัดการกองทุนเปิดวรรณเอเอ็มตราสารหนี้ทวีทรัพย์  6 M,1 A.M. FIXED INCOME PLUS FUND – 6 M,1PLUS-6M,102980471.5,12.6733
ONEAM,โครงการจัดการกองทุนเปิดวรรณเดลี่,1 A.M. DAILY FUND,1AM-DAILY,2483578477,11.8756
ONEAM,โครงการจัดการกองทุนเปิดไทยเด็กซ์เซ็ท 50 อีทีเอฟ,ThaiDex SET50 Exchange Traded Fund,TDEX,2149377235,9.427
ONEAM,กองทุนเปิด เฟลกซิเบิ้ล คอร์ปอเรท,Flexible Corporate Fund,FCF,311883658,15.2096
ONEAM,กองทุนเปิด วรรณ เอ็นแฮนท์ ไฟแนนเชียล อินสตรูเมนท์ 2Y,ONE ENHANCED FINANCIAL INSTRUMENTS 2Y FUND,ONE-ENHANCED2Y,836002828.9,9.9988
ONEAM,กองทุนเปิด วรรณ เอ็นแฮนท์ ไฟแนนเชียล อินสตรูเมนท์ ฟันด์ 3M1,ONE ENHANCED FINANCIAL INSTRUMENTS FUND 3M1,1ENHANCED3M1,1554071596,10.9866
ONEAM,กองทุนเปิด วรรณ เอ็นแฮนท์ ไฟแนนเชียล อินสตรูเมนท์ ฟันด์ 3M2,ONE ENHANCED FINANCIAL INSTRUMENTS FUND 3M2,1ENHANCED3M2,2874708048,10.9785
ONEAM,กองทุนเปิด วรรณ เอ็นแฮนท์ ไฟแนนเชียล อินสตรูเมนท์ ฟันด์ 6M1,ONE ENHANCED FINANCIAL INSTRUMENTS FUND 6M1,1ENHANCED6M1,1245398436,10.6971
ONEAM,กองทุนเปิด วรรณ เอ็นแฮนท์ ไฟแนนเชียล อินสตรูเมนท์ ฟันด์ 6M2,ONE ENHANCED FINANCIAL INSTRUMENTS FUND 6M2,1ENHANCED6M2,1216960016,10.4931
ONEAM,กองทุนเปิด วรรณ เอ็นแฮนท์ ไฟแนนเชียล อินสตรูเมนท์ ฟันด์ 6M3,ONE ENHANCED FINANCIAL INSTRUMENTS FUND 6M3,1ENHANCED6M3,1255910172,10.4921
ONEAM,กองทุนเปิด วรรณ โฮสพีทอล,ONE HOSPITAL FUND,ONE-HOSPITAL,362510516.4,10.8503
ONEAM,กองทุนเปิด วรรณ แอคทีฟ6/2 ฟันด์,ONE ACTIVE6/2 FUND,ONE-ACTIVE6/2,71046678.86,6.0355
ONEAM,กองทุนเปิด วรรณ แอนไท คอรัปชั่น,ONE ANTI-CORRUPTION FUND,ONE-ACT,369378316,11.0942
ONEAM,กองทุนเปิด วรรณ แอนไท คอรัปชั่น 70 หุ้นระยะยาว,ONE ANTI-CORRUPTION 70 LONG TERM EQUITY FUND,ONE-ACT70LTF,10350448.16,9.9395
ONEAM,กองทุนเปิด วรรณ ยูเอส รีคอฟเวอรี่ ออพพอร์ทูนิตี้ ฟันด์,1 A.M. US Recovery Opportunity Fund,1US-OPP,59997203.46,10.0729
ONEAM,กองทุนเปิด วรรณ โกลบอล ออพพอร์ทูนิตี้ บอนด์ ฟันด์,1 A.M. GLOBAL OPPORTUNITY BOND FUND,1GLOBALBOND,25503373.99,11.725
ONEAM,กองทุนเปิด วรรณ โกลบอล อิควิตี้ ฟันด์,ONE GLOBAL EQUITY FUND,ONE-GLOBALEQ,91058826.28,8.8797
ONEAM,กองทุนเปิด วรรณ ยุโรป อิควิตี้ ฟันด์,ONE EUROPE EQUITY FUND,ONE-EUROPE,72491498.34,9.8821
ONEAM,กองทุนเปิด วรรณ อีควิตี้ฟันด์ (คอร์ปอเรท 14),One Equity Fund (Corporate 14),ONE-EC14,192690705.1,10.1569
ONEAM,กองทุนเปิด วรรณ STOXX อาเซียน ซีเล็ค ดิวิเดนด์ อินเด็กซ์ ฟันด์,ONE STOXX ASEAN  SELECT DIVIDEND INDEX FUND,ONE-STOXXASEAN,518461471.2,92.9233
ONEAM,กองทุนเปิด วรรณ ไฮเปอร์ ไฟแนนเชียล อินสตรูเมนท์ ฟันด์,ONE HYPER FINANCIAL INSTRUMENTS FUND,ONE-HYPER,1834866130,10.8735
ONEAM,กองทุนเปิด วรรณ ไชน่า ออโต้ รีเด็มชั่น ฟันด์,ONE CHINA AUTO REDEMPTION FUND,ONE-CHINA,45505822.35,9.5806
ONEAM,กองทุนเปิด วรรณ ไฟแนนเชียล อินสตรูเมนท์ 6M/2,1 A.M. FINANCIAL INSTRUMENTS FUND 6M/2,1FIN6M/2,177866819.2,11.7272
ONEAM,กองทุนเปิด วรรณ นิปปอน ฟันด์,ONE NIPPON FUND,ONE-NIPPON,153714751.3,8.4336
ONEAM,กองทุนเปิด วรรณ พร็อพเพอร์ตี้ สิงคโปร์,ONE PROPERTY SINGAPORE FUND,ONEPROP-SG,332091980.5,14.4031
ONEAM,กองทุนเปิด ตราสารการเงินคุณค่า เพื่อการเลี้ยงชีพ,MONEY PLUS RETIREMENT MUTUAL FUND,M-RMF,155810133.4,13.3216
ONEAM,กองทุนเปิดวรรณ อัลติเมท โกลบอล โกรว์ธ,ONE Ultimate Global Growth Fund,ONE-UGG,133085878.2,12.1464
ONEAM,กองทุนเปิดวรรณเอเอ็ม โกลบอล อีเมอร์จิ้ง มาร์เก็ต เอควิตี้,1 A.M. GLOBAL EMERGING MARKET EQUITY FUND,1AM-GEM,21333375.71,9.7678
ONEAM,กองทุนเปิดวรรณเอเอ็ม โกลบอล บอนด์,1 A.M. GLOBAL BOND FUND,1AMGBF,1532860714,15.3368
ONEAM,กองทุนเปิดวรรณเอเอ็มซีเล็คทีฟโกรทหุ้นระยะยาว,1 A.M. Selective Growth Long Term Equity Fund,1SG-LTF,476093395.8,30.3676
ONEAM,กองทุนเปิดวรรณเอเอ็มซีเล็คทีฟหุ้นระยะยาว,1 A.M. Selective Long Term Equity Fund,1S-LTF,391760429.5,19.4908
ONEAM,กองทุนเปิดวรรณตราสารหนี้ 3M1,1 A.M. FIXED-INCOME FUND 3M1,1FIX-3M1,54036968.52,11.5225
ONEAM,กองทุนเปิดวรรณตราสารหนี้ 3M2,1 A.M. FIXED-INCOME FUND 3M2,1FIX-3M2,49635516.75,11.4858
ONEAM,กองทุนเปิดวรรณตราสารหนี้ 6M3,1 A.M. FIXED-INCOME FUND 6M3,1FIX-6M3,62164727.09,11.7484
ONEAM,กองทุนเปิดวรรณตราสารหนี้ปันผล,ONE FIXED INCOME DIVIDEND FUND,ONE-DI,557492578,10.8847
ONEAM,กองทุนเปิดวรรณตราสารหนี้ปันผล 2,One Fixed Income Dividend Fund 2,ONE-DI2,1187661750,10.1983
PHATRA ASSET,กองทุนเปิดภัทร แอ็กทิฟ อิควิตี้,PHATRA ACTIVE EQUITY FUND,PHATRA ACT EQ,241106134.1,15.3041
PHATRA ASSET,กองทุนเปิดภัทร แอ็กทิฟ ฟิกซ์ อินคัม,PHATRA ACTIVE FIXED INCOME FUND,PHATRA ACT FIXED,343057083.1,10.1597
PHATRA ASSET,กองทุนเปิดภัทร เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน15,PHATRA ENHANCED FIXED INCOME 6M15 FUND,PHATRA EFI6M15,999723155.6,10.0889
PHATRA ASSET,กองทุนเปิดภัทร เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน16,PHATRA ENHANCED FIXED INCOME 6M16 FUND,PHATRA EFI6M16,548402604.5,10.0697
PHATRA ASSET,กองทุนเปิดภัทร เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน17,PHATRA ENHANCED FIXED INCOME 6M17 FUND,PHATRA EFI6M17,463565829.8,10.0642
PHATRA ASSET,กองทุนเปิดภัทร เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน18,PHATRA ENHANCED FIXED INCOME 6M18 FUND,PHATRA EFI6M18,773156019.1,10.0404
PHATRA ASSET,กองทุนเปิดภัทร เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน19,PHATRA ENHANCED FIXED INCOME 6M19 FUND,PHATRA EFI6M19,306842795.1,9.9827
PHATRA ASSET,กองทุนเปิดภัทร เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน20,PHATRA ENHANCED FIXED INCOME 6M20 FUND,PHATRA EFI6M20,2107898828,10.0317
PHATRA ASSET,กองทุนเปิดภัทร เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน21,PHATRA ENHANCED FIXED INCOME 6M21 FUND,PHATRA EFI6M21,1047745718,10.019
PHATRA ASSET,กองทุนเปิดภัทร มันนี่ โพสิทีฟ,PHATRA MONEY POSITIVE FUND,PHATRA MP,6502348846,11.6511
PHATRA ASSET,กองทุนเปิดภัทร สมาร์ท มินิมั่ม โวลาติลิตี้,PHATRA SMART MINIMUM VOLATILITY FUND,PHATRA SMART MV,383874184.5,11.258
PHATRA ASSET,กองทุนเปิดภัทร สตราทิจิค แอสเซ็ท อโลเคชั่น,PHATRA STRATEGIC ASSET ALLOCATION FUND,PHATRA SG-AA,1756797295,12.9635
PHATRA ASSET,กองทุนเปิดภัทร หุ้นระยะยาวปันผล,PHATRA LONG TERM EQUITY DIVIDEND FUND,PHATRA LTFD,1106581032,25.1991
PHATRA ASSET,กองทุนเปิดภัทร หุ้นทุนเพื่อการเลี้ยงชีพ,PHATRA EQUITY RETIREMENT MUTUAL FUND,PHATRA EQRMF,188435845.7,36.0183
PHATRA ASSET,กองทุนเปิดภัทร อิควิตี้ อินเด็กซ์ ลิงค์ คอมเพล็กซ์ รีเทิร์น 6 เดือน3,PHATRA EQUITY INDEX LINKED COMPLEX RETURN 6M3 FUND,PHATRA EQ LINK6M3,449490414.6,10.0066
PHATRA ASSET,กองทุนเปิดภัทร อิควิตี้ อินเด็กซ์ ลิงค์ คอมเพล็กซ์ รีเทิร์น 6 เดือน4,PHATRA EQUITY INDEX LINKED COMPLEX RETURN 6M4 FUND,PHATRA EQ LINK6M4,276351093.5,10.0045
PHATRA ASSET,กองทุนเปิดภัทร อินคัมเพื่อการเลี้ยงชีพ,PHATRA INCOME RETIREMENT MUTUAL FUND,PHATRA INRMF,88056394.47,13.3701
PHATRA ASSET,กองทุนเปิดภัทร ดิวิเดนด์ อิควิตี้,PHATRA DIVIDEND EQUITY FUND,PHATRA DIVIDEND,46074881.64,11.4267
PHATRA ASSET,กองทุนเปิดภัทร ตราสารหนี้ 3 ปี1,PHATRA FIXED INCOME 3Y1 FUND,PHATRA FI3Y1,381601919.2,11.0069
PHATRA ASSET,กองทุนเปิดภัทร ตราสารหนี้ 3 ปี2,PHATRA FIXED INCOME 3Y2 FUND,PHATRA FI3Y2,443093454.6,10.9605
PHATRA ASSET,กองทุนเปิดภัทร ตราสารหนี้พลัส,PHATRA FIXED INCOME PLUS FUND,PHATRA PLUS,4279360571,13.2532
